url,type
rottentomatoes.com/celebrity/robin_stille/,benign
store.steampowered.com/publisher/Warner%20Bros.%20Interactive%20Entertainment/,benign
norcaltvnews.tripod.com/,benign
imdb.com/title/tt0250078/,benign
http://www.paradigmafcm.com/es/contactanos,defacement
filepie.us/?title=New_York_City,benign
cduniverse.com/productinfo.asp?pid=1067150,benign
http://www.slaviacapital.cz/domov,defacement
facebook.com/people/George-Cleveland/100000929229067,benign
goldengatelanguage.com/,benign
http://thecheekofher.com/videos?start=20,defacement
spoke.com/info/p9eu489/PatriciaIsabella,benign
imtl.org/montreal/building/Oratoire-Saint-Joseph.php,benign
search.ancestry.com/search/db.aspx?dbid=8838,benign
amazon.com/7eme-compagnie-DVD-French-only/dp/B000IHYW1I,benign
http://www.login-batnr.tk/cert/login.asp,phishing
lyricsmode.com/lyrics/m/marianne_faithfull/falling_from_grace.html,benign
cbc.ca/news/politics/story/2011/11/24/pol-cbc-ethics-committee-lacroix.html,benign
http://www.kimebat.be/index.php?option=com_content&view=article&id=18:offres-demplois-1&catid=4:offred-demplois&Itemid=20,defacement
blogs.theprovince.com/2011/09/22/newold-face-on-leos-ol/,benign
history.rochester.edu/canal/,benign
sspx.org/,benign
http://www.industrial-automation.ch/index.php?option=com_phocadownload&view=section&id=22&Itemid=18,defacement
http://www.westlondongmpresources.org.uk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=403&category_id=42&option=com_virtuemart&Itemid=1,defacement
en.wikipedia.org/wiki/Lorenzo_Lynch,benign
cdbaby.com/cd/jgcc2,benign
http://enriclloret.com/index.php?option=com_weblinks&view=weblink&catid=2:principal&id=3:ajroses&lang=ca,defacement
gliac.org/general_news/2010-11/GLIAC_BKB_Supervisors,benign
mediafire.com/?lglkigmjjmd,benign
kansascity.craigslist.org/med/,benign
http://www.adriaszalon.hu/index.php?option=com_content&view=article&id=109:m-acryl-kadak-10-kedvezmennyel&catid=48:akcio&Itemid=60,defacement
summer.berkeley.edu/,benign
elyrics.net/song/f/foxboro-hot-tubs-lyrics.html,benign
art.library.wisc.edu/resources/guides/WisconsinArtistsRev2.htm,benign
zjhvbhqp.beget.tech,phishing
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=41&extmode=day&date=2013-03-01,defacement
archive.org/stream/virginiamagazine1917bruc/virginiamagazine1917bruc_djvu.txt,benign
http://www.aquamarinadivingtenerife.com/en/courses/418-padi-professional-training.html,defacement
music.napster.com/album/songs.htm?albumid=13020701,benign
http://bdnews24.com/politics/2015/05/13/salahuddin-went-into-hiding-on-his-own-kamal,benign
md.optimuslaw.com/elder.law.htm,benign
manta.com/c/mm3zts0/trans-x-usa,benign
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117912.html&k=e09afc106e473491952cfe324aa83aabe5b07446,benign
facebook.com/chaostoorder,benign
zianet.com/ynika/bryant.HTML,benign
terpconnect.umd.edu/%7Edwilt/fbiogs.htm,benign
nivanspromoters.com,phishing
greasyonline.com/article47.html,benign
uslpro.uslsoccer.com/home/402285.html,benign
libraries.cca.edu/,benign
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001005&free3=item&disp_no=007001005,benign
oasis.lib.harvard.edu/oasis/deliver/~hou00563,benign
thepaulemerson.com/,benign
cduniverse.com/productinfo.asp?pid=7798071,benign
sae.net/Page.aspx?pid=282,benign
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_phocadownload&view=category&id=17:sociales&Itemid=105,defacement
med.upenn.edu/apps/faculty/index.php/g20000322/p2236488,benign
http://jezebel.com/5975294/do-you-think-kate-middleton-cried-after-seeing-her-first-official-portrait,benign
travel.yahoo.com/p-travelguide-6616873-emeryville_restaurants-i,benign
http://riedland.ch/index.php?option=com_phocagallery&view=detail&catid=5:marktfotos&id=74:marktfoto&tmpl=component&Itemid=55,defacement
nme.com/nme-video/youtube/id/xrd1NxeENKU/search/yamada-ryosuke,benign
montrealvip.com/info/category/nightclubs/page/2,benign
http://www.reing-infor.com.mx/index.php?option=com_content&view=article&id=67:sisadpe-punto-de-venta&catid=36:productos-reingenieria&Itemid=67,defacement
http://www.job.ph/index.php?option=com_jobs&task=detail_category&id=848:secretarial-a-administration&Itemid=2,defacement
shersons.bid,phishing
wn.com/1968_New_York_Jets_season,benign
http://21twentyone.net/index.html?option=com_content&view=article&id=68&Itemid=131&fontstyle=f-smaller,defacement
vh1.com/artists/az/wainwright_rufus/artist.jhtml,benign
http://www.be-werber.de/index.php?option=com_k2&view=itemlist&task=category&id=17:bundeslรคnder&Itemid=56,defacement
projectavalon.net/lang/en/lucia_ren%C3%A9_unplugging_the_patriarchy_3-10-11_en.html,benign
familysearch.org/Eng/Library/fhlcatalog/printing/subjectdetailsprint.asp?subject=224312&first=1,benign
servidorgerenciado.com.br,phishing
http://www.cadou.ro/exchange/drive/contactform.php,phishing
dailybulletin.com/ci_18870078?source=most_viewed,benign
infonovia.com,phishing
24-7pressrelease.com/press-release-rss/dreamstar-parties-inc-announces-its-appearance-schedule-and-2nd-season-with-the-oakland-athletics-148188.php,benign
facebook.com/pages/Michele-Rosewoman/106287352735574,benign
nme.com/artists/efrim-menuck,benign
maps.thefullwiki.org/John_Holmes_(pornographic_actor),benign
terezowens.com/blue-jays-pitcher-ricky-romero-dating-miss-usa/,benign
linkedin.com/pub/kim-cullom-curran/14/3a7/47a,benign
ca.linkedin.com/pub/joseph-cohen/4/900/755,benign
evri.com/organization/cjpx-fm-0x130844,benign
mylife.com/jeremyweisinger,benign
http://cmmtoronto.com/pt/noticias/item/78-helena-tannure,defacement
http://www.niobestudio.com/index.php/servicios-que-ofrecemos.1,defacement
corporate.disney.go.com/citizenship/,benign
web.me.com/cphodgin/History/Heroes.html,benign
genforum.genealogy.com/prevost/,benign
units.sla.org/chapter/cecn/e/events.htm,benign
toddcassetty.com/,benign
account-security-centre05032018.000webhostapp.com,phishing
http://greatlakesbuildersinc.com/projects/commercial/115-replaced-wood-beams-and-columns-with-steel,defacement
prisereform.org/,benign
familypedia.wikia.com/wiki/Nicolas_Patenostre_%28c1625-1679%29,benign
ebay.com/itm/BOZAK-Speaker-B300-/370521156321,benign
http://www.real-house.nl/dj-charts.html,defacement
dgmweb.net/Ancillary/Geog/OH/OH-Cos.html,benign
http://sohacogroup.com.vn/index.php?option=com_virtuemart&Itemid=128&page=shop.browse&category_id=22,defacement
http://www.dshnr.cn/forum.php?mod=viewthread&tid=632,defacement
http://www.gerridavis.com/pics-for-sale,defacement
http://manola-souvanlasy.com/index.php?view=article&catid=44:poesies-et-philosophie&id=92:souvenir-dun-enfant-de-sithandone&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=73,defacement
obituaries.tylerpaper.com/obituaries/tylerpaper/obituary.aspx?n=bradley-justin-gaudet&pid=152001131,benign
articles.tutorialonline.biz/portal/language-pl/search_G,benign
westjet.com/,benign
ca.linkedin.com/directory/people/ca/B26.html,benign
http://www.stiltex-grandchef.it/index.php?option=com_content&view=article&id=33&Itemid=53,defacement
punjabiportal.com/articles/mel-karade-rabba-jimmy-shergill-gippy-grewal,benign
axon.es/Axon/LibroFicha.asp?Libro=65613,benign
sikhiwiki.org/index.php/Template:Infobox_Biography,benign
http://vinno.co.th/index.php?option=com_k2&view=item&id=141:v-office&Itemid=212,defacement
http://mzracing.sk/index.php?option=com_user&view=remind,defacement
fandango.com/willisbbouchey/information/p7605,benign
pcdrivers.com.br/related/star+imavision+video+capture+driver+windows+7/,benign
http://www.tvsk.com.au/shop/37/26/adriano-zumbo-signature-collection-by-tvsk/P-paris-knife-roll-signature,defacement
http://www.iesceciliojimenez.es/index.php?option=com_content&view=article&id=378:rutas-literarias-20112012&catid=181:actividades-complementarias&Itemid=84,defacement
http://www.andyosuna.com/pinguinosevereywhere/Your/Apple/ID/verification/customer/secure/center/Apple.com,phishing
legacy.com/obituaries/starnewsonline/obituary.aspx?n=laura-elizabeth-johnson-betty&pid=153894758,benign
boston.com/partners/globesports/schools/players/10117760.html,benign
http://www.unfallhilfe-bayern.de/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy51bmZhbGxoaWxmZS1iYXllcm4uZGUvaW5kZXgucGhwL2NvbXBvbmVudC9jb250ZW50L2FydGljbGUvMS1ha3R1ZWxsZS1uYWNocmljaHRlbi85LW1pbGxpb25lbmZhY2hlcy1sYWVjaGVsbg==,defacement
en.wikipedia.org/wiki/Royal_Montreal_Golf_Club,benign
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FfOC0RlA0jCzLtx8T+%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88+%23ero+%23douga+%23agesage,benign
airport-int.com/suppliers/aircraft-fleet-maintenance.html,benign
topix.net/who/john-ritter,benign
neerajherbal.com,phishing
oldhouseonline.com/an-elegant-new-england-federal/,benign
nme.com/artists/rick-james,benign
marketnews.ca/search/tag?query=wirelesswave,benign
http://www.alviksby.se/index.php?view=categoryevents&id=6:kursutbildning&option=com_eventlist&Itemid=79,defacement
http://pscatm.com/index.php?option=com_contact&view=category&catid=60&Itemid=76&limitstart=20,defacement
classmates.com/directory/public/memberprofile/list.htm?regId=8688879913,benign
commons.wikimedia.org/wiki/Category:Silent_films,benign
interpunk.com/item.cfm?Item=195465&,benign
collegefootballzealots.blogspot.com/2010/06/pre-season-preview-missouri-tigers.html,benign
http://www.t-puls.dk/s-54-stotteperson/en-rettighed.html,defacement
http://idealajans.org/index.php?option=com_content&view=article&id=126:web-hizmetleri&catid=37&Itemid=62,defacement
http://www.bg-ricevimenti.it/index.php/eventi/convention.html,defacement
martial-artists.livejournal.com/631035.html,benign
library.brown.edu/collatoz/videos.php?task=alpha&subtask=all,benign
catholic-hierarchy.org/bishop/ldb.html,benign
http://www.controlesuasvendas.com/controle-financeiro/8-serius-mm-controle-financeiro.html,defacement
http://aksniwka.com/redakcja/podstrona-systemowa/76-piata-liga/1349-pisza-o-nas-nowy-stary-trener-aks-u,defacement
studytemple.com/forum/medicine/41-cecil-medicine-expert-consult-online-print-cecil-textbook-medicine-9781416028055-lee-goldman-dennis-arthur-ausiello-william-arend-james-o-armitage-david-clemmons-jeffrey-drazen-robert-griggs-nicholas-larusso-jane-newman-eliza.html,benign
haserekontrol.org,phishing
http://askubuntu.com/questions/623133/how-to-open-shared-smb-resources-in-the-form-host?answertab=active,benign
pipl.com/directory/people/Roy/Ledbetter,benign
sportingkc.com/players/seth-sinovic,benign
en.wikipedia.org/wiki/Idiot%27s_Delight_(film),benign
http://earth-sure.com/official-earthsure-press-releases/press-releases/2-foreign-patent-application-for-seeds,defacement
http://radiouyuyuy.com/component/user/remind,defacement
speedhunters.com/archive/2011/10/04/builds-gt-gt-erin-sykes-lowdown-r34-skyline.aspx,benign
http://www.seckmauern.de/index.php?view=article&catid=1:aktuelle-nachrichten&id=96:geballte-freude-mit-gospel&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=50,defacement
phillysportsdaily.com/flyers/2011/06/23/flyers-trade-captain-mike-richards-to-los-angeles-kings/,benign
http://babaci.fr/index.php?option=com_content&view=category&id=32:languages&Itemid=47&layout=default,defacement
cataclysm-x.deviantart.com/gallery/,benign
start.cortera.com/company/research/k3p1lqs2o/farmland-printing-operations/,benign
annexchessclub.com/2011/08/15th-canadian-womens-chess-championship-2011/,benign
http://tune.pk/video/2668444/bazeecha-e-atfaal-hai-duniya-mere-aage-jagjit-singh-ghalib,benign
marxists.org/nederlands/mandel/1960/traite_2/11.htm,benign
alphagammarho.celect.org/news,benign
http://xvideo-jp.com/%E5%B7%A8%E4%B9%B3%E5%8B%95%E7%94%BB%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%A0,benign
http://jtbgreece.com/en/japan/japan-rail-pass/japan-rail-pass-types,defacement
http://www.sanremoballroom.com.au/news/index.html,defacement
amazon.com/Chancer-2-Clive-Owen/dp/B000XUF6B0,benign
simplyhired.com/a/salary/search/q-Ameriflight,benign
800hawaii.com/webcam/,benign
eventful.com/performers/audrye-sessions-/P0-001-000024403-8,benign
glam0ur.com/gals/lanny_barby/02/lanny_barby.htm,benign
http://persianblog.ir/tags/42383/10/%d8%af%d8%a7%d8%b3%d8%aa%d8%a7%d9%86_%da%a9%d9%88%d8%aa%d8%a7%d9%87/,benign
clashroyalehack2016.com,phishing
http://www.skubawerk.de/ru/gallery,defacement
http://www.spokengerman.com/~domunebu/includes/js/db/box/,phishing
http://www.journeysend.ca/index.php?option=com_content&view=article&id=4&Itemid=3,defacement
pioneercleaningservices.net/,benign
temescalquartet.com/,benign
wn.com/Viljoen,benign
http://mylust.com/videos/156709/my-big-boobed-girlfriend-loves-playing-with-her-big-knockers/,benign
facebook.com/people/Stephane-Fiset/1075459891,benign
peterboroughpromotions.com/berniemartin/,benign
http://www.cmu1h.com/dll/index.htm?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d,phishing
spoke.com/dir/p/wright/david,benign
lonelyplanet.com/mali,benign
acadien.org/famillesen.html,benign
urbandictionary.com/define.php?term=KAT-TUN,benign
archive.org/stream/northdakotahisto01loun/northdakotahisto01loun_djvu.txt,benign
spiderbites.nytimes.com/filmography/j/00022.html,benign
http://burkinasaracanarias.org/es/que-hacemos.html,defacement
http://naadbank.com/index.php?option=com_content&view=article&id=40:what-is-the-difference-between-archiving-and-trashing-an-article&catid=27:new-to-joomla&Itemid=44,defacement
monmouthpark.com/news.aspx?id=269,benign
proceedcollected.com,phishing
http://extratorrent.cc/torrent_download/4189675/Elle+UK+%E2%80%93+June+2015.torrent,benign
ondeckcircle.wordpress.com/2010/06/11/best-forgotten-baseball-seasons-the-montreal-expos/,benign
http://chinacxyy.com/piccodejs-000.asp?lm2=190&x=3&y=2&w=96&h=69&open=1&n=10&tj=0,malware
usatoday.com/news/nation/2008-12-23-literatecities_N.htm?se=yahoorefer,benign
cbonura.tripod.com/id38.htm,benign
tngennet.org/hamilton/churches.htm,benign
http://www.ekwdesign.de/referenzen/webdesign.html,defacement
sportsecyclopedia.com/nfl/det/lions.html,benign
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=399:2009-10-29-08-58-50&catid=7:2009-02-14-18-17-11&Itemid=12,defacement
http://www.path-finder.it/index.php?option=com_content&view=article&id=84:notebook-usato-3&catid=35&Itemid=77,defacement
http://www.oratoriosanfelipeneri.com.mx/oratorio/oratorio-san-felipe-neri.html,defacement
http://nesn.com/2014/06/patriots-already-showing-signs-of-improvement-in-minicamp-video/,benign
usidentify.com/l/aquino,benign
cuckolds.com/forums/movie-post/23492-real-wives-cuckold-interracial-gangbangs-8.html,benign
nealshine.com/media/NealShineTributeComments.html,benign
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=10&Itemid=71,defacement
pipl.com/directory/name/Marston/Ron,benign
http://liegen-sitzen.de/schlafen/schraenke,defacement
jenniferswiderski.com/bioresume.html,benign
bookrags.com/The_Plague,benign
tradebit.com/tagworld.php/think+tank,benign
aspenpharma.com/default.aspx?pid=204&stepid=1&oid=372408,benign
http://www.auter.co.rs/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5hdXRlci5jby5ycy9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05MTplbGVrdHJvbW90b3JuaS1wb2dvbmkmY2F0aWQ9NDQ6ZWxla3Ryb21vdG9ybmktcG9nb25pJkl0ZW1pZD0xNjc=,defacement
negro-baseball-league.com/blog/the-last-negro-league-baseball-game.html,benign
http://getpocket.com/blog/2012/11/introducing-the-new-pocket-api-for-developers-and-publishers/,benign
2tickets.ca/bell-centre/,benign
dnb.alacrastore.com/storecontent/dnb2/381840487,benign
http://www.ikenmijnkunst.nl/index.php/algemen-informatie/31-winterexpo-rilland,defacement
theparisreview.org/fiction/4018/via-negativa-james-salter,benign
http://www.vittorioguzzo.it/rassegne-stampa-fino-al-01102011/137-nuove-idee-per-la-citta-vecchia.html,defacement
ca.linkedin.com/pub/evan-beloff/4/128/ab1,benign
lb.nab.com.au.agro-mation.com,phishing
askville.amazon.com/SimilarQuestions.do?req=Bernadette+Protti+killed+Kirsten+Costas,benign
music.yahoo.com/mac-dre/tracks/,benign
montreal-travelguide.com/Downtown/Just-For-Laughs-Museum/,benign
allaboutjazz.com/php/musician.php?id=8602,benign
http://www.lacasadesirio.com/index.html,defacement
localcollegeexplorer.com/Mississippi_State_University.html,benign
graduate.bentley.edu/mba,benign
hotel-rates.com/canada/quebec/mont-tremblant/,benign
trackdatabase.com/listingathletes.php?current_meet=zzzz_db243,benign
http://www.sportraad-maasmechelen.be/index.php?view=weblink&catid=11:voetbalclubs&id=5:lindeboys-sportief-leut&option=com_weblinks&Itemid=10,defacement
http://www.food-nrw.de/index.php/english-content/253-food2market,defacement
http://www.learnpolish-online.pl/pl/component/customproperties/index.html?tagId=4,defacement
myspace.com/fryes,benign
tophyipsites.com,phishing
canadianmysteries.ca/sites/redpath/dramatispersonae/peterredpath/indexen.html,benign
imdb.com/name/nm1704813/,benign
mylife.com/simardmarienoelle,benign
accelerator3359.com/Wrestling/bios/butch.html,benign
topix.com/city/long-branch-nj,benign
yasni.com/john+g.+devlin/check+people,benign
easy-breaks.com/hotels/scotland/speyside-moray,benign
myspace.com/beki_allard91,benign
people.famouswhy.com/terry_barr/,benign
billboard.com/column/the-juice/common-readies-no-i-d-produced-album-drops-1005264832.story,benign
gamespot.com/bulletstorm,benign
amazon.com/American-Idiot-Green-Day/dp/B0002OERI0,benign
home.wellsfargoadvisors.com/heather.hall,benign
video.xnxx.com/?k=brigitte+bako,benign
http://23283333.com/tour/show.asp?id=30,defacement
faqs.ign.com/objects/142/14274039.html,benign
spoke.com/dir/p/murray/glen,benign
zazzle.com/mc+hammer+tshirts,benign
wiki.answers.com/Q/Who_is_the_only_African-American_actor_to_appear_in_three_Best_Picture_films,benign
en.wikipedia.org/wiki/Montreal_Chinese_Hospital,benign
http://9779.info/%E5%BD%A9%E8%89%B2%E8%9B%8B%E5%A3%B3%E6%8B%BC%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware
barnesandnoble.com/s/Wolfgang-Reitherman,benign
devils.nhl.com/club/schedule.htm,benign
census-charts.com/Metropolitan/Density.html,benign
vitokshoppers.co.ke,phishing
caryhomesnc.com/,benign
http://www.iks-shop.com/ru.html,defacement
topekathunderbaseball.webs.com/,benign
contactanycelebrity.com/trial/do/celebrityView?name=Lorne-J-(Gump)-Worsley&id=37285,benign
mylife.com/high-schools/qc/la-prairie/ecole-emilie_gamelin/,benign
en.wikipedia.org/wiki/Cliff_Arquette,benign
http://censor.net.ua/jokes/all/page/1/hero/0/category/407/interval/5/author/0/sortby/date,benign
spirit-of-metal.com/album-groupe-Pig_Destroyer-nom_album-Natasha-l-en.html,benign
hashomeret.wordpress.com/category/uncategorized/page/2/,benign
universalcargologistics.co.uk/,benign
serc.carleton.edu/NAGTWorkshops/assess/activities/linneman.html,benign
